artist,song,signified,signifier,line
Master P,Make ’Em Say Uhh,unlady,diva,"The Unlady Like diva, lyrical man eater, believe her"
Fabolous,This Is Family,rich,Federline,The white bitch got me rich like Federline
Fabolous,This Is Family,hands,6:30,I'm the best hands down like 6:30
Fabolous,This Is Family,chumps,coat hangers,"Your whole crew chumps, in the closet like coat hangers"
Fabolous,This Is Family,something,Bruh Man,"I'm coming through your window, something like Bruh Man"
Lil Wayne,In The Morning,feeling,she,Have a feeling like she Oprah cousin haha
Mac Miller,Good Evening,love,everyone,They give a little love like everyone does
Eminem,Cocaine,something,Shady s an insane maniac,"It starts off something like, ""Shady's an insane maniac"
Eminem,Cocaine,nothin',the picture,The way that it turned out was nothin' like the picture that I painted
Eazy-E,Niggaz My Height Dont Fight,motherfuckers,it,Smoke motherfuckers like it ain't no thang
J. Cole,I Get Up,government,the devil in oath,Trustin' this government's like trustin' the devil in oath
J. Cole,I Get Up,black,oil that s for royalty,I'll teach 'em that his skin black like oil that's for royalty
Twista,Frum Da Tip Of My Tung,flow,this,Droppin' a flow like this be breakin' the suckers
Twista,Frum Da Tip Of My Tung,style,this,Bringin' a style like this kinda quick and crisp
Twista,Frum Da Tip Of My Tung,this,a veteran that I m incredible,Flowin' this like a veteran that I'm incredible is what they be stung by
Twista,Frum Da Tip Of My Tung,merciless,Ming,"Loco, a lyrical thing I sling and cling like Sing-Sing, merciless like Ming"
Twista,Frum Da Tip Of My Tung,stiff,a photo,Watch me come and stiff in 'em like a photo
Ice Cube,Keep It Gangster,buzzin,a bee,Buzzin' like a bee cuz I crave for the honey
Snoop Dogg,Gz and Hustlas,niggas,myself,"Niggas like myself, here to show you where it's at"
Lil Wayne,Aint I,animal,King on  Tekken,"Half-man, half-animal like King on ""Tekken"""
Lil Wayne,Aint I,fallin,a hundred million dominoes,Got them hoes fallin' like a hundred million dominoes
Lil Wayne,Aint I,black,Darren McFadden,It's black-on-chrome like Darren McFadden
Lil Wayne,Aint I,open,some fucking doors,Or open like some fucking doors
Young Money,New Shit,gifted,the honor roll,Ugh! Flow gifted like the honor roll
Young Money,New Shit,beat,soul food,"Eating this beat up like soul food, you niggas old news"
Young Money,New Shit,blind,Mr. Ray,"Sometimes, I wish that I was blind like Mr. Ray"
Young Money,New Shit,blind,Mr. Ray,"Sometimes, I wish that I was blind like Mr. Ray"
Young Money,New Shit,blind,Mr. Ray,"Sometimes, I wish that I was blind like Mr. Ray"
Young Money,New Shit,beat,Anna Mae,Give me the beat and I'ma beat the beat like Anna Mae
2Pac,Life of an Outlaw,scandalous,a tramp,"But I'm rappin' low down, scandalous like a tramp is"
Lil B,Rich Ho,fire,the Twin Towers,I got fire like the Twin Towers
The Last Emperor,Rap Tyranny,eardrums,spearguns,Words penetrate eardrums like spearguns
The Last Emperor,Rap Tyranny,brother,the way I swing into action,Brother like the way I swing into action
The Last Emperor,Rap Tyranny,silent,a pantomime,Even the violent get silent like a pantomime
The Last Emperor,Rap Tyranny,blast,nine shots,Blast like nine shots
The Last Emperor,Rap Tyranny,travel,TimeCops,Travel like TimeCops
Wale,Breakdown,nothing,a,I’m nothing like a 'Bama
XV,She Go I Go,dough,the gingerbread man,But we gotta get up and chase that dough like the gingerbread man
Soulja Boy,30 Thousand 100 Million,taste,ribs ( Simpset,"Word around town bitch, my dick taste like ribs (Simpset)"
Soulja Boy,30 Thousand 100 Million,sharp,a dagger,Ten on my ho and I'm sharp like a dagger
XV,Vizzy Zone,life,amusement parks,Life’s like amusement parks and this is my theme’s song
Rick Ross,RetroSuperFuture,smokin,a Taylor,Smokin like a Taylor so the paper is all white
Rick Ross,RetroSuperFuture,fear,the Mack 11 on me nigga,Like the Mack 11 on me nigga no fear
Akon,Smack That,lookin,one of them Putty - Cat Dolls,Lookin' like one of them Putty-Cat Dolls
Akon,Smack That,style,whee ( Whee,Block wheel style like whee (Whee)
Kanye West,Can’t Tell Me Nothing Young Jeezy Remix,good,God,"And I'll be good like ""God"" with an extra ""o"""
Rick Ross,Play Your Part,daddy,a nigga Puff,She call me daddy like a nigga Puff
Immortal Technique,The Poverty of Philosophy,places,"El Salvador , Guatemala , Peru , Colombia , Nicaragua , Ecuador and Republica Dominicana , and not just Spanish - speaking countries either","Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well"
XV,Undeniable,package,your mail ’s,That I’m the whole package like your mail’s already ran
Das Racist,Speaking in Tongues Freestyle,relaxed,perms,"Sometimes relaxed like perms, sometimes hyphy"
Das Racist,Speaking in Tongues Freestyle,troopers,V.R,"We are D.R., troopers like V.R"
Das Racist,Speaking in Tongues Freestyle,versatile,the lesson,"Rap wild, everything versatile like the lesson"
Das Racist,Speaking in Tongues Freestyle,queens,Nicki,Rep Queens hard like Nicki the chick Carter
Samuel Taylor Coleridge,The Rime Of The Ancient Mariner,dim,God s own head,"Nor dim nor red, like God's own head,"
Samuel Taylor Coleridge,The Rime Of The Ancient Mariner,water,a witch s oils,"The water, like a witch's oils"
Samuel Taylor Coleridge,The Rime Of The Ancient Mariner,balls,pulses,And the balls like pulses beat;
Samuel Taylor Coleridge,The Rime Of The Ancient Mariner,lay,a load on my weary eye,Lay like a load on my weary eye
Hopsin,Sag My Pants,turnin,a ferris wheel ( Ha !,"I know he's in his grave, turnin' like a ferris wheel (Ha!)"
XV,The Dark Horse,best,morning head,Saying I’m the best like morning head yeah
XV,The Dark Horse,day,Stone Cold,"Put the game in chokehold, stun your day like Stone Cold"
Eminem,Demon Inside,blisters,twin sisters,My skin blisters and sticks together like twin sisters
Cam'ron,Get Em Daddy Remix,car,an elephant,"They mad my car's like an elephant, the trunk in the front"
Bow Wow,Go Harder,viagra,Martin,"The boy bow back ya'll tryna go hard na I ""don't know about that"" what eva ya Could do I could do betta now since I Made it Storm tell me have u eva seen The groun Wetta the line I dare them to Step pass On it cause I spit sick now The track Gotta rash on it niggas ain't Seen hard till They seen viagra like Martin & will I'mma Bad boy but way Badda like iverson I'mma Make em stagga In line they ain't the Prince of the game No nigga ain't gotta Swagga like Mine.[lets go]"
Wale,The Number Won,workin,a Mexican,"Tryna keep a level head, Workin like a Mexican"
Lil B,B.O.R. Birth of Rap,feelin,a plane,Feelin' like a plane when it's up and it's in flight
Lil B,B.O.R. Birth of Rap,ballin,Spalding,Spend the cash everyday so I'm ballin like Spalding
Lil B,B.O.R. Birth of Rap,hustle,Lil  Wayne,"I'mma hustle all the time, like Lil' Wayne do"
Lil B,B.O.R. Birth of Rap,chiefy,Kansas,"And I'm into weed, I'm gettin chiefy like Kansas"
Company Flow,Bad Touch Example,blind,2Pac gettin shot in the lobby,"Yo' eyes get, blind like 2Pac gettin shot in the lobby"
Company Flow,Bad Touch Example,hardcore,Kool G Rap music made for concert piano,Hardcore like Kool G Rap music made for concert piano
Company Flow,Bad Touch Example,mute,Maggie Simpson,My supersonics leave you mute like Maggie Simpson
Company Flow,Bad Touch Example,perfection,Ricki Lake,Practice exposing perfection like Ricki Lake exposes white trash
Company Flow,Bad Touch Example,nerve,David grill smoke bitch,Rat nerve like David grill smoke bitch
Naeto C,Kini Big Deal,its,a Mov -,"Doin a yahoooze, Its like a Mov-aay"
Chiddy Bang,Sooner or Later,bumpy,the roads,But honestly its bumpy like the roads out here
Jason Derulo,In My Head Remix,a,a follicle,A-A-A-All up in his head like a follicle
50 Cent,Candy Shop,sound,this,You ain't never heard a sound like this before
Hopsin,Nocturnal Rainbows,people,you,"It's people like you who talk that ""shoulda, coulda, woulda"" stuff"
Lil B,D.O.R. Death of Rap,street,a New York City block,"Real street, like a New York City block"
Lil B,D.O.R. Death of Rap,boy,Osama,Anthrax a real boy like Osama
Lil B,D.O.R. Death of Rap,nut,good sex,"Shit, think you hard?: I bust a nut like good sex"
Lil B,D.O.R. Death of Rap,hoes,new pits,"No love, I dog hoes like new pits"
Curren$y,The Hangover,game,a Nintendo DS,The game in my pocket like a Nintendo DS
Organized Konfusion,Bring It On,emcees,cereal,"Imperial wizard of vocabularic havoc, I eat emcees like cereal"
Organized Konfusion,Bring It On,skills,Mister Miyagi,"That’s soggy, milky skills like Mister Miyagi"
2Pac,Last Ones Left,livin,a Don in my own mind,Livin' like a Don in my own mind
Pharrell Williams,Raspy Shit,nigga,me,"Shit, nigga like me? I would never allow it"
Pharrell Williams,Raspy Shit,green,the helmet of a fascist,"Shit, my money green like the helmet of a fascist"
Pharrell Williams,Raspy Shit,eyes,Iranian,"Honeys Panamanian, eyes like Iranian"
Joe Budden,The Future,body,"a porn star ( whoa , whoa )","Body like a porn star (whoa, whoa), smile like a waitress"
Lil Wayne,Eat You Alive,bloody,a period after D -,Bloody like a period after D-R-uh
Lil Wayne,Eat You Alive,brothers,Warner,"Brothers like Warner, someone should’ve warned you"
Lil Wayne,Eat You Alive,refugee,Wyclef people,New Orleans refugee like Wyclef people
Das Racist,Shorty Said,shit,a dude throwing a harpoon at a whale and,Like a dude throwing a harpoon at a whale and shit
Big Sean,Million Dollars,hits,Bons B,Cause Sean be cranking hits like Bons B
Big Sean,Million Dollars,nigga,me,Hip-hop where the hell you find a nigga like me
Lil Wayne,Comfortable,game,EA,I got game like EA
Lil Wayne,Comfortable,gon,this one,"Word to God, my mama gon' like this one"
Afroman,Crazy Rap Colt 45  2 Zig-Zags,bong,Cheech & Chong,Stop and hit the bong like Cheech & Chong
Afroman,Crazy Rap Colt 45  2 Zig-Zags,bong,Cheech & Chong,Stop and hit the bong like Cheech & Chong
Afroman,Crazy Rap Colt 45  2 Zig-Zags,pussy,shrimp - fried rice,I ate that pussy like shrimp-fried rice
Afroman,Crazy Rap Colt 45  2 Zig-Zags,bong,Cheech & Chong,Stop and hit the bong like Cheech & Chong
Afroman,Crazy Rap Colt 45  2 Zig-Zags,bong,Cheech & Chong,Stop and hit the bong like Cheech & Chong
Das Racist,Rooftop,complex,Cournot s duopoly quantities,I'm complex like Cournot's duopoly quantities
Kid Cudi,T.G.I.F.,pictures,them ho s,Dodging and popping pictures like them ho's was working with the law
Clipse,Aint Cha,closet,Planet of the Bapes,Closet like Planet of the Bapes
Clipse,Aint Cha,blades,T.I.,"Five C.I., I'm on them blades like T.I."
Clipse,Aint Cha,scale,Libra,"Still in the game, tippin' the scale like Libra"
Psycho Realm,The Killing Fields,screws,us,Fear loose screws like us that known too much
Jay Electronica,Renaissance Man,shine,Ray - Bans,Satan trying to block my shine like Ray-Bans
Jay Electronica,Renaissance Man,crack,a plumber,So I showed the industry my ass crack like a plumber
Jay Electronica,Renaissance Man,bangin,a drummer,Now ASCAP bangin' on my door like a drummer
Estelle,American Boy,smart,a London bloke ( Yeah,Dressed smart like a London bloke (Yeah)
Estelle,American Boy,feelin,Mike,And I'm feelin' like Mike at his baddest
OutKast,Red Velvet,ass,Juan Valdez,"Ass like Juan Valdez, I think he scared"
Beastie Boys,Jimmy James,type,a formal dedication,[MCA] This is a type of kinda like a formal dedication
Akala,Comedy Tragedy History,jealous,Othello,You're jealous like Othello
Akala,Comedy Tragedy History,history,Henry IV,You're history just like Henry IV
Akala,Comedy Tragedy History,suicide,Anthony & Cleopatra,That's suicide like Anthony & Cleopatra
Akala,Comedy Tragedy History,slackin,a pig with a baton,"Sick, never slackin' like a pig with a baton"
Akala,Comedy Tragedy History,rich,a gem in a Ethiope s ear,Rich like a gem in a Ethiope's ear
Leak Bros,G.O.D,album,a fish,"This album's like a fish, pissing when it's captured"
The Firm,Im Leaving,bust,a loosey,"Salute G, bust you down like a loosey"
The Firm,Firm Fiasco,bitch,this,Ever seen a bitch like this? Queen missus
50 Cent,Then Days Went By,380s,the Ying Yang Twins ( Haaan,Got two 380s like the Ying Yang Twins (Haaan)
50 Cent,So Disrespectful,stunt,Jeezy,Especially when a nigga wanna stunt like Jeezy
Laws,Illumination,feelin,a drug runner,"Movin' so much dope, feelin' like a drug runner"
Young Cellski,Life is A Gamble,disaster,a earthquake or a twister,"Natural disaster, like a earthquake or a twister"
Young Cellski,Life is A Gamble,change,a fad,"The game’s change just like a fad, but I ain’t mad"
Keys,Nicki Minaj Diss Itty Bitty Piggy,parts,that,"You not hard, you'd get killed 'round these parts like that"
Keys,Nicki Minaj Diss Itty Bitty Piggy,inexistent,them,Your bars is inexistent like them gats you got
Drake,My New Shit,tellin,a dice throw,No tellin' like a dice throw
Fugees,How Many Mics,same,"the love doctor ,","But it all stays the same like the love doctor, strange"
Fugees,How Many Mics,tame,the rapper,"I'm tame like the rapper, get red like a snapper when they do that"
Fugees,How Many Mics,dangerous,syphilis,"Sweet like licorice, dangerous like syphilis, yeah"
Fugees,How Many Mics,getaway,Alec Baldwin,A clean getaway like Alec Baldwin
Lupe Fiasco,Outty 5000,track,"a heart attack , cancer cancer","Hit the track like a heart attack, cancer cancer"
Lupe Fiasco,Outty 5000,person,me,And a person like me don't believe in assistin' in such
Lil B,Pretty Boy,hoes,a young ass bitch,I got hoes like a young ass bitch
Lil B,Pretty Boy,high,a martian,Based like a God and I'm high like a martian
Lil B,Pretty Boy,game,Atari,"Game like Atari, but I ain't with that old shit"
Lil B,Pretty Boy,bitches,Rugby,"Young Based God, running bitches like Rugby"
Akala,Shakespeare,raw,the Ball of Brazilians,Raw like the Ball of Brazilians
Akala,Shakespeare,clap,a black gat,Clap ya like a black gat
Akala,Shakespeare,your,a mistress,Your on the sideline like a mistress
Beastie Boys,Pass the Mic,actin,life,Actin' like life is a big commercial
De La Soul,Eye Know,stoop,Betty Boop,Squeeze your stoop like Betty Boop
Stick Up Kids,Exhibit C,voice,mine,A voice like mine can attract all the people
Eminem,The Re-Up,something,that,"We should do something like that, yeah (Yeah!)"
XV,Come Back Down,drive,Happy Gilmore,"Far from it, my drive like Happy Gilmore, even if niggas still score"
XV,Come Back Down,banks,Uncle Phil s mother,I'm making banks like Uncle Phil's mother
XV,Come Back Down,tracks,derailed trams,While y’all fuck up the tracks like derailed trams
Das Racist,All Tan Everything,blow,landmines,"Mad rhymes, finna blow up like landmines"
Ghostface Killah,Drama,sweating,T.D. Jakes,Had that ass sweating like T.D. Jakes
Ghostface Killah,Drama,nigga,Chris Johnson,Nigga we in the field like Chris Johnson
T.I.,Salute,me,a general,Me like a general I'm leading the troops
T.I.,Salute,me,a general,Me like a general I'm leading the troops
T.I.,Salute,me,a general,Me like a general I'm leading the troops
Trey Songz,Dont Forget Your Ring,son,New York niggas,Naw mean son Like New York niggas
J. Cole,Losing My Balance,makeup,a mask,"Your makeup like a mask, tryna hide yourself"
J. Cole,Losing My Balance,od,Len Bias,And you just let 'em OD like Len Bias
Das Racist,Luv it Mayne,something,an Alize shower,Something like an Alize shower feels
Das Racist,Luv it Mayne,movin,Winnebago,"Credit Suisse, movin’ like Winnebago"
2Pac,I Don’t Give a Fuck,days,this,Mama told me there'd be days like this
2Pac,I Don’t Give a Fuck,nigga,P,'Cause a nigga like P don't really give a fuck
2Pac,I Don’t Give a Fuck,jack,some kind of crack,They wanna jack me like some kind of crack fiend
Jay Electronica,Uzi Weighs A Ton,money,J McGuire,Show me the money like J McGuire
XV,The Flying V,ball,Tommy,Ball like Tommy when I walk into a sto'
XV,The Flying V,ball,Sonic,Ball like Sonic when that hedgehog tuck and roll
XV,The Flying V,beats,Doug Funny,‘Cause I be eating beats like Doug Funny be
Stick Up Kids,Pokemon Master,torch,that,Like that I torch tracks
Stick Up Kids,Pokemon Master,swarm,Beedrills,Swarm like Beedrills
Stick Up Kids,Pokemon Master,boys,Biggie and Puff,"Oh, they bad boys like Biggie and Puff?"
Lil Wayne,Red Magic,money,Nino,I was getting G money like Nino at the Carter
Lil Wayne,Red Magic,money,a money machine,"When I say I get the money like a money machine, yeah"
Lil Wayne,Red Magic,shine,Armor All,And mine gon' shine like Armor All hit us
Lil Wayne,Red Magic,feelin,the father of a sun ray,I'm feelin' like the father of a sun ray
Lil Wayne,Red Magic,shine,the chrome on Dayton s,And this time I'm gon' shine like the chrome on Dayton's
Lil Wayne,Red Magic,slim,the Hot Boys,Me and Slim like the Hot Boys with a face lift
Usher,Lil Freak,hoes,Santa,"I keep a couple hoes, like Santa, I keep a vixen"
Jay Electronica,Annakins Prayer,red,ketchup,My eyes is red like ketchup
Jay Electronica,Not Too Far From Nothing,dinner,bill collectors,But I interrupt dinner like bill collectors
Jay Electronica,Not Too Far From Nothing,vision,the Hubble,"Vision like the Hubble, the trouble"
Jay Electronica,Hagler,lookin,Robert Horry,"Famine for the glory, lookin' like Robert Horry"
cLOUDDEAD,Apt. A 1,lot,him,He'd thought looked an awful lot like him
A Tribe Called Quest,Can I Kick It?,quest,A Tribe,Can I kick it? To all the people who can Quest like A Tribe does
Das Racist,Chicken and Meat,beat,a chicken wing,Who ya calling pickaninny Beat like a chicken wing
Das Racist,Chicken and Meat,rice,"Condie , Nast Condé","Rice like Condie, Nast like Condé"
Dizzee Rascal,Fix Up Look Sharp,sweet,Tropicana,"I stay sweet as a nut, sweet like Tropicana"
Dizzee Rascal,Fix Up Look Sharp,school,Happy Shopper,I'm old school like Happy Shopper
Lil Wayne,I Can Take Your Girl,woman,a Visa,"She let me take control, I run a woman like a Visa"
Lil Wayne,I Can Take Your Girl,nothing,your man,"I'm nothing like your man, but I can't love you neither"
Lil Wayne,I Can Take Your Girl,game,a analog I do nt sweat,Now this game like a analog I don't sweat cause it show how fake you are
T-Pain,Rap Song,booty,Bombs Over Baghdad,And your booty like Bombs Over Baghdad
Lloyd Banks,Goodbye,footsteps,torpedoes,Footsteps like torpedoes when I come to play
Public Enemy,Lost at Birth,kickin,"Bruce Lee , kickin  Bruce Lee , kickin  Bruce Lee s","(""Kickin' like Bruce Lee, kickin' like Bruce Lee, kickin' like Bruce Lee's"")"
Public Enemy,Lost at Birth,kickin,"Bruce Lee , kickin  Bruce , kickin  Bruce Lee s","(""Kickin' like Bruce Lee, kickin' like Bruce, kickin' like Bruce Lee's"")"
Public Enemy,Lost at Birth,kickin,"Bruce Lee , kickin  Bruce Lee , kickin  Bruce Lee s","(""Kickin' like Bruce Lee, kickin' like Bruce Lee, kickin' like Bruce Lee's"")"
Public Enemy,Lost at Birth,kickin,"Bruce Lee , kickin  Bruce Lee , kickin  Bruce Lee s  Chinese Connection","(""Kickin' like Bruce Lee, kickin' like Bruce Lee, kickin' like Bruce Lee's 'Chinese Connection'"")"
Khia,Been a Bad Girl,tight,a glove,A Pussy Tight like a glove
King Los,Turnt Up,white,Blink 182,"Diamond bezel face, my band all white like Blink 182"
King Los,Turnt Up,shit,war mode,"They don't want me in battle mode, my shit more like war mode"
King Los,Over Remix,nothing,"Los ,","You ain't nothing like Los, you pale in comparison"
Laws,Number One,brown,Murphy,‘Cause Laws Brown like Murphy so I gotta be number one off my etiquette
Dr. Dre,Topless,adrenaline,jogger,Adrenaline like jogger the jump in rope in place
Blu,GNG BNG,mickey,Fuck Yo Couch,Minnie Mouse Mouthing Mickey Like Fuck Yo Couch
Blu,GNG BNG,stank,A Queef From Ya Antie,So Danky That It Stank Like A Queef From Ya Antie
Blu,GNG BNG,brothers,Able & Caine,Brothers Killing Brothers Like Able & Caine
Blu,GNG BNG,banging,Dope Drums,Backyard Banging Like Dope Drums
Fat Joe,John Blaze,show,"regiments ,","My stripes show like regiments, military intelligence"
Fat Joe,John Blaze,raw,fuck kid,"This is raw, raw like fuck kid, represent here to Crenshaw"
Chris Brown,Look at Me Now,freak,Cirque Du Soleil,Your girlfriend a freak like Cirque Du Soleil
Kardinal Offishall,The Anthem,bleed,a Coca Cola Classic,Bleed red and white like a Coca Cola Classic
Kardinal Offishall,The Anthem,faces,we,So many faces like we the Winter Olympics
Laws,Murder,market,a Sham - Wow,"You can find me in the zone, market like a Sham-Wow, find me in your homes"
The Doors,Riders on the Storm,squirmin,a toad,His brain is squirmin' like a toad
Laws,Wall To Wall,first,the triumph track,I got the first on deck like the triumph track
Laws,Wall To Wall,blade,Clockwork Orange,Caine got a blade like Clockwork Orange
Nas,Suspect,cab,Fuck,"Three in the mornin', I jumped out my cab like ""Fuck!"""
Dorrough Music,Get Big Remix,flashy,a photo,"I can’t be touched, oh no, I’m flashy like a photo"
Dorrough Music,Get Big Remix,paint,the AT&T logo,My car paint like the AT&T logo
Dorrough Music,Get Big Remix,big,the arms on Hulk Hogan,Money getting’ big like the arms on Hulk Hogan
Madvillain,Figaro,black,Ms. Mary Mack,"A scary act, all black like Ms. Mary Mack"
Madvillain,Figaro,soprano,"Una , duociano","DOOM sings soprano, like, ""Una, duociano"""
Eminem,Foolish Pride,say,this,So I'ma say like this
Lil Wayne,Action,pole,a flag on the end,"Honor my pole like a flag on the end, bitch"
Akon,Smack That Remix,campbell,Naomi,To bring that Campbell like Naomi
Wale,W.A.L.E.D.A.N.C.E.,worth,phone card,I know my calling's worth like phone card
Wale,W.A.L.E.D.A.N.C.E.,flow,nothing,"On DS y’all, DS flow like nothing y’all heard"
Wale,W.A.L.E.D.A.N.C.E.,niggas,Lisa s shit,You've unleashed the beast and I play you lil' niggas like Lisa's shit
Das Racist,Deep Ass Shit Youll Get It When Youre High,snack,Scooby,Probably finna get a snack like Scooby
Joe Budden,Under The Sun,problems,everybody else,I mean I got problems like everybody else but I mean
Joe Budden,Under The Sun,outcome,somebody,A new outcome like somebody reversed it
Yelawolf,Daddys Lambo,popstars,you,Popstars like you need a dude like me
50 Cent,Stretch,chef,Rae,"Woopty-woo, I'm a Chef like Rae"
Das Racist,Jungle Fever,brothers,a feminine nap - a - kin,Blood brothers like a feminine nap-a-kin
Das Racist,Jungle Fever,dark,me,"Beach bums tryna tan, get dark like me"
Third Eye Blind,Semi-Charmed Life,smile,a drug for you,And I make her smile like a drug for you
Third Eye Blind,Semi-Charmed Life,line,a coda with a curse,Chop another line like a coda with a curse
Immortal Technique,Thats What It Is,offbeat,the white girls  shoulder dance,Used to be offbeat like the white girls' shoulder dance
Busta Rhymes,Conglomerate,niggas,the Navy Seals,"Came wit a scope, got a Navy feel so I can ambush niggas like the Navy Seals"
Busta Rhymes,Conglomerate,lookin,"some linebackers ,","My defensive line lookin like some linebackers, most six cars"
Rick Ross,Made Men,white,Madonna,"It got a red top, but it's white like Madonna"
Rick Ross,Made Men,nigga,me,"Find a nigga like me? Truth be told, I don’t know many"
Joe Budden,Stand Up Nucca,numbers,a man,Soldiers that take they football numbers like a man
XV,All For Me,obstacles,parkour,I overcame obstacles like parkour and if I get off course
XV,All For Me,sharp,Jaws ’,Plus I’m in an outfit that’s as sharp like Jaws’ teeth
XV,All For Me,storm,a tre muffle,"But her quiet storm like a tre muffle, age double"
Method Man,Torture,shocking,live wire,"I'm shocking like live wire, you have been warned"
Method Man,Torture,days,this,Mama said there'd be days like this
Method Man,Torture,lovebug,Starski,I got a Lovebug like Starski
Chamillionaire,Not a Criminal,talk,a interlude,Y'all really all just be talk like a interlude
Chamillionaire,Not a Criminal,talkin,they,Magazine crtics always talkin like they bad
Laws,Shining,peak,mountain ears,Reach my peak like mountain ears
Laws,Shining,livin,Makaveli,"Dirty as Akinyele, livin' like Makaveli"
T.I.,Amazing,cake,your birthday bitch,I pass out cake like your birthday bitch
T.I.,Amazing,guns,an arms dealer,"Yeah, had guns like an arms dealer"
T.I.,Amazing,sweet,bubblegum,That you sweet like bubblegum and they gon' eat you
T.I.,Amazing,brightness,your chain  pose,Tote a brightness like your chain 'pose to have
Shad,Rock To It,words,a mullet - cutting short on the front end,But words like a mullet-cutting short on the front end
Bobby Fischer (Rapper),The Town,someone,me,Someone like me will never come again
Kendrick Lamar,Look Out For Detox,paddle,a shadow in the dark,"Like a shadow in the dark, you a paddle in the boat"
Kendrick Lamar,Look Out For Detox,rock,Bam Bam nigga,"Water in the pot, flow crack rock like Bam Bam nigga"
Kendrick Lamar,Look Out For Detox,shot,"a H3 , H - U - B - C - I - T - Y , A - B and Y - G","I’ma shot like a H3, H-U-B-C-I-T-Y, A-B and Y-G"
Kendrick Lamar,Look Out For Detox,scratch,a hall of fame DJ,Making some scratch like a hall of fame DJ
Kendrick Lamar,Look Out For Detox,pastor,Eddie,"Pastor’s like Eddie long, fucking maricon"
Beastie Boys,Gratitude,things,a Spalding,"Things they bounce, like a Spalding"
JAY-Z,Addicted to the Game,green,fiends,"And I, need the green like fiends need yay'"
Nas,Live Now,brothers,you,"Need more brothers like you in the hood, would have wifed you if I could"
Xzibit,D.N.A Drugs-n-Alkahol,witness,Jehovah,"Takin' over never sober, bear witness like Jehovah"
Xzibit,D.N.A Drugs-n-Alkahol,thick,the first Motorola brick cellular phones,We thick like the first Motorola brick cellular phones
Xzibit,D.N.A Drugs-n-Alkahol,train,a heavyweight,"To meditate, liftin' train like a heavyweight"
Black Milk & Danny Brown,Black  Brown,rockin,a Beatle,"Rockin like a Beatle', I should record up in Abbey Road"
Black Milk & Danny Brown,Black  Brown,timing,teen pregnancies,While y'all niggas got bad timing like teen pregnancies
Black Milk & Danny Brown,Black  Brown,pimpin,a O.G,"Smokin' on a OZ, pimpin' like a O.G"
Black Milk & Danny Brown,Black  Brown,nigga,Kirby,"Thick white bitch, slurp a nigga like Kirby"
Sugarhill Gang,8th Wonder,me,it,"Oh me like it so, me like it so"
Xzibit,Rimz  Tirez,nigga,a vampire,"The live wire, leak a nigga like a vampire"
T.I.,I Cant Help It,sick,E-40 and,"Sick with it, like E-40 and them"
Ice-T,Somebody Gotta Do It Pimpin Aint Easy,mac,a preacher,"Mac like a preacher, love like a teacher"
RZA,Insomnia,wild,a fiend of Herkimer,Wild like a fiend of Herkimer
RZA,Insomnia,brain,Ivan van Sertima,Scholastic type brain like Ivan van Sertima
Common,They Say,king,"Don , or","Now I claim ""King"" like Don, or Frank White"
Nas,Dont Body Ya Self MC Burial,man,crew,"Damn, you was my man like crew, dog"
50 Cent,Heat,top,Jack - in - the - box,And ya brain hop out the top like Jack-in-the-box
Redman,Da Goodness,dressed,Thousand Isle,"Off at the mouth, get dressed like Thousand Isle"
Redman,Da Goodness,impact,DJ,"Got impact like DJ threw on ""Benjamins"""
T.I.,Watch What You Say To Me,ass,it,"I swear, I beat yo' fuckin' ass like it ought to be beat"
Nas,2nd Childhood,chest,a gorilla,"Pops puffin' his cess, punchin' his chest like a gorilla"
Nas,2nd Childhood,actin,some old folks,"Y'all actin' like some old folks, y'all don't hear me"
K'naan,People Like Me,people,me,And open doors to hurting people like me
K'naan,People Like Me,people,me,"People like me, People like me"
K'naan,People Like Me,people,me,"People like me, People like me"
K'naan,People Like Me,something,a song hook,And it came to me sounding something like a song hook
K'naan,People Like Me,people,me,And open doors to hurting people like me
K'naan,People Like Me,people,me,"People like me, People like me"
K'naan,People Like Me,people,me,"People like me, People like me"
K'naan,People Like Me,something,a song hook,And it came to her sounding something like a song hook
K'naan,People Like Me,people,me,And open doors to hurting people like me
K'naan,People Like Me,people,me,"People like me, People like me"
K'naan,People Like Me,people,me,"People like me, People like me"
K'naan,People Like Me,people,me,But people like me they speak politely
K'naan,People Like Me,people,me,And open doors to hurting people like me
K'naan,People Like Me,people,me,"People like me, People like me"
K'naan,People Like Me,people,me,"People like me, People like me"
K'naan,People Like Me,people,me,And open doors to hurting people like me
K'naan,People Like Me,people,me,"People like me, People like me"
K'naan,People Like Me,people,me,"People like me, People like me"
2Pac,Just Like Daddy,lookin,daddy,"Lookin' out for ya just like daddy, come on"
2Pac,Just Like Daddy,girl,daddy,Supportin' my baby girl just like daddy
2Pac,Just Like Daddy,screamin,you dyin,Screamin' like you dyin' every time I'm fuckin' you
2Pac,Just Like Daddy,lookin,daddy,"Lookin' out for ya just like daddy, come on"
2Pac,Just Like Daddy,girl,daddy,"I feel for ya badly, baby girl just like daddy"
2Pac,Just Like Daddy,lookin,daddy,"Lookin' out for ya just like daddy, come on"
